Contact Method,Name,Date,Time,City,State,Observer,Vessel,GIS Latitude,GIS Longitude,Depth (ft),Location,Region/Buoy#,Reef Zone,Wind Spd.,Air Temp (°F),SST (°F),Bottom Temp (°F),Cloud Cover,Bleaching?,Severity,Branching/Pillar,Brain,Encrusting/Mound/Boulder,Flowering/Cup,Leaf/Plate/Sheet,Fleshy,% bleached,Max Depth,Min Depth,Baseline Indicators,Baseline Indicators,Baseline Indicators,Notes,
Email ,Kayla Nimmo,9/23/2014,no data,Key West,FL,Research,Dry Tortugas NPS,24.72300,-82.78483,54,no data,no data,hardbottom,no data,no data,no data,no data,no data,YES,partial bleaching,partial bleaching,partial bleaching,partial bleaching,partial bleaching,partial bleaching,none,1-10%,54,48,fire coral,palythoa,gorgonians,,
In person,Cory Walter,9/24/2014,12:00,Summerland Key,FL,Research,Mote Marine Laboratory,24.58580,-81.58121,30,Maryland Rock Pile,no data,patch reef,no data,no data,82,no data,no data,YES,partial bleaching,Bleaching,partial bleaching,partial bleaching,paling,partial bleaching,none,no data,no data,no data,fire coral,palythoa,gorgonians,"BBD, also found a large cyano matt.  Some dead gorgos.",
In person,Cory Walter,9/24/2014,15:00,Summerland Key,FL,Research,Mote Marine Laboratory,24.56271,-81.40353,15,Japp,no data,inshore,no data,no data,82,no data,no data,YES,partial bleaching,partial bleaching,partial bleaching,partial bleaching,none,partial bleaching,none,51-75%,no data,no data,fire coral,palythoa,gorgonians,"Looks like PAST corals are starting to gain some color back, however noticed some recent mortality on several.",
Email ,Karen Neely,9/24/2014,no data,Marathon,FL,Research,Florida Fish and Wildlife (FWC),24.61361667,-82.87085,20,Dry Tortugasf,no data,other/don't know,10-15 kts,no data,no data,no data,no data,YES,partial bleaching,partial bleaching,Bleaching,partial bleaching,none,none,none,76-100%,20,7,fire coral,palythoa,gorgonians,"""PPOR, MALC, AAGA, DSTR: 100% Bleached SSID, PAST: ~30-50% bleached APALM: ~75% bleached, mostly on top sides' DCYL: ~95% bleached, some non-bleached in crevices""",
Email ,Ken Nedimyer,10/1/2014,no data,Tavernier,FL,Research,Coral Restoration Foundation,25.13067,-80.29433,no data,Dry Rocks,no data,patch reef,no data,no data,no data,no data,no data,YES,Bleaching ,no data,no data,no data,no data,no data,no data,76-100%,no data,no data,fire coral,palythoa,gorgonians, ,
Email ,Ken Nedimyer,10/1/2014,no data,Tavernier,FL,Dive Industry,Coral Restoration Foundation,25.13685,-80.28927,no data,North Dry Rocks,no data,patch reef,no data,no data,no data,no data,no data,YES,Bleaching ,no data,no data,no data,no data,no data,no data,76-100%,no data,no data,fire coral,palythoa,gorgonians, ,
Email ,Ken Nedimyer,10/1/2014,no data,Tavernier,FL,Dive Industry,Coral Restoration Foundation,24.98617,-80.41567,no data,Pickles Reef,no data,patch reef,no data,no data,no data,no data,no data,YES,Bleaching ,no data,no data,no data,no data,no data,no data,76-100%,no data,no data,fire coral,palythoa,gorgonians, ,
Email ,Ken Nedimyer,10/1/2014,no data,Tavernier,FL,Dive Industry,Coral Restoration Foundation,24.98200,-80.42167,no data,Snapper Ledge,no data,patch reef,no data,no data,no data,no data,no data,YES,Bleaching ,no data,no data,no data,no data,no data,no data,76-100,no data,no data,fire coral,palythoa,gorgonians, ,
Email ,Ken Nedimyer,10/1/2014,no data,Tavernier,FL,Dive Industry,Coral Restoration Foundation,24.95183,-80.45940,no data,Conch Reef,no data,patch reef,no data,no data,no data,no data,no data,YES,Bleaching ,no data,no data,no data,no data,no data,no data,76-100%,no data,no data,fire coral,palythoa,gorgonians, ,
Email ,Ken Nedimyer,10/1/2014,no data,Tavernier,FL,Dive Industry,Coral Restoration Foundation,24.94250,-80.47383,no data,Little Conch Reef,no data,patch reef,no data,no data,no data,no data,no data,YES,Bleaching ,no data,no data,no data,no data,no data,no data,51-75%,no data,no data,fire coral,palythoa,gorgonians, ,
Email ,Ken Nedimyer,10/1/2014,no data,Tavernier,FL,Dive Industry,Coral Restoration Foundation,24.86298,-80.62232,no data,Alligator Reef,no data,reef,no data,no data,no data,no data,no data,YES,Bleaching ,no data,no data,no data,no data,no data,no data,no data,no data,no data,fire coral,palythoa,gorgonians, ,
Email ,Ken Nedimyer,10/1/2014,no data,Tavernier,FL,Dive Industry,Coral Restoration Foundation,24.72616,-80.92440,no data,East Turtle Shoals,no data,patch reef,no data,no data,no data,no data,no data,YES,partial bleaching,no data,no data,no data,no data,no data,no data,no data,no data,no data,fire coral,palythoa,gorgonians, ,
Email ,Gabby Renchen,10/1/2014,no data,Tavernier,FL,Research,Florida Fish and Wildlife (FWC),25.218124,-80.216046,no data,Carysfort,no data,reef,no data,no data,no data,no data,no data,YES,Bleaching ,no data,no data,no data,no data,no data,no data,11-30%,no data,no data,no data,no data,no data, ,
Email ,Danielle Morley,10/2/2014,12:27,Marathon,FL,Research,Florida Fish and Wildlife (FWC),24.53920,-81.57225,27,no data,no data,patch reef,0-5 kts,no data,no data,85,partly cloudy,YES,partial bleaching,none,Bleaching,partial bleaching,none,none,none,31-50%,no data,no data,no data,no data,no data,"M. cav, C. natans, S. sidera, O. annularis were all bleaching, some completely bleached, others were partially bleaching.",
Email ,Danielle Morley,10/2/2014,11:38,Marathon,FL,Research,Florida Fish and Wildlife (FWC),24.54393,-81.56653,19,no data,no data,patch reef,0-5 kts,no data,no data,85,partly cloudy,YES,partial bleaching,none,Bleaching,partial bleaching,none,none,none,31-50%,no data,no data,no data,no data,no data,"S. sidera, O. annularis and O. faviolata were all bleaching, some completely bleached, others were partially bleaching.",
Email ,Danielle Morley,10/2/2014,15:04,Marathon,FL,Research,Florida Fish and Wildlife (FWC),24.55433,-81.58883,20,no data,no data,patch reef,0-5 kts,no data,no data,85,partly cloudy,YES,partial bleaching,none,Bleaching,Bleaching,none,none,none,51-75%,no data,no data,no data,no data,no data,,
Email ,Danielle Morley,10/2/2014,10:00,Marathon,FL,Research,Florida Fish and Wildlife (FWC),24.52713,-81.55813,28,no data,no data,patch reef,0-5 kts,no data,no data,85,partly cloudy,YES,partial bleaching,none,Bleaching,Bleaching,none,none,none,51-75%,no data,no data,no data,no data,no data,,
Email ,Elena Muratori,10/3/2014,no data,Key Largo,FL,Dive Industry,Dry Tortugas NPS,24.84534,-80.62322,no data,Alligator Reef,no data,reef,no data,no data,no data,no data,no data,YES,Bleaching ,none,Bleaching,none,none,none,none,no data,no data,no data,no data,no data,no data,black band disease on brain corals,
Facebook,Kelli O'Donnel,10/3/2014,no data,Summerland Key,FL,Education,no data,24.47388,-81.74365,no data,CM 32,no data,other/don't know,no data,no data,no data,no data,no data,YES,Bleaching,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,,
Facebook,Kelli O'Donnel,10/3/2014,no data,Summerland Key,FL,Education,no data,24.55162,-81.69532,no data,Western Sambos,no data,patch reef,no data,no data,no data,no data,no data,YES,Bleaching,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,,
Email ,Denise Stephens,10/4/2014,13:00,Miami,FL,Resident,no data,24.81507,-80.67003,25,United States,no data,hardbottom,10-15 kts,89,no data,no data,no data,YES,Partial bleaching,none,Bleaching,partial bleaching,none,none,none,51-75%,no data,no data,no data,no data,no data,,
Email ,Cindy Lewis,10/6/2014,11:00,Long Key,FL,Research,Keys Marine Lab,24.47388,-81.74365,25,Marker 32,no data,reef,5-10 kts,85,84,84,clear,YES,Partial bleaching,Bleaching,partial bleaching,partial bleaching,none,Bleaching,Bleaching,31-50%,25,20,fire coral,gorgonians,no data,"Dendro still totally white, some hints of brown on edges of some Ofav, Dip spp, Many octos still bleached but some showing signs of recovery, others are sloughing dead tissue
black band: M cav, Meandrina, Dendro; 
white plague - Dendro
purple spot: Sid, Meandrina, M cav",
Email ,Cindy Lewis,10/6/2014,14:00,Long Key,FL,Research,Keys Marine Lab,24.47800,-81.72935,20,Western Sambo SW corner,no data,reef,10-15 kts,85,84,84,clear,YES,Partial bleaching,Bleaching,partial bleaching,partial bleaching,none,Bleaching,none,31-50%,20,15,fire coral,gorgonians,no data,"lots of recent dead Apal; Ofav and Dip spp edges showing brownish recovery small A palm and A cerv colonies - under sides brown, top bleached white",
Email ,Karen Neely,10/6/2014,no data,Big Pine Key,FL,Research,Florida Fish and Wildlife (FWC),24.54585,-81.40507,20,Looe  Key,no data,reef,no data,no data,no data,no data,no data,YES,Partial bleaching,none,partial bleaching,paling,none,none,none,31-50%,no data,no data,no data,no data,no data,"APALM in pretty good shape, not much bleaching. Montastraea and Palythoa pale. Some brain corals bleached.",
Email ,Barry Wray,10/7/2014,no data,Key West,FL,Resident,Personal,24.84543,-80.61523,no data,Off Alligator ,no data,reef,no data,no data,no data,no data,no data,YES,Bleaching ,no data,no data,no data,no data,no data,no data,76-100%,no data,no data,no data,no data,no data,,
Email ,Ken Nedimyer,10/7/2014,no data,Tavernier,FL,Dive Industry,Coral Restoration Foundation,25.01052,-80.37251,no data,Molassas,no data,reef,no data,no data,no data,no data,no data,YES,partial bleaching,none,Bleaching,Bleaching,none,none,none,no data,no data,no data,fire coral,no data,no data, ,
Email ,Ken Nedimyer,10/7/2014,no data,Tavernier,FL,Dive Industry,Coral Restoration Foundation,25.04636,-80.39649,no data,Sand Island,no data,other/don't know,no data,no data,no data,no data,no data,YES,partial bleaching,none,Bleaching,Bleaching,none,none,none,no data,no data,no data,fire coral,no data,no data, ,
In person,Chris Page,10/7/2014,no data,Summerland Key,FL,Research,Mote Marine Laboratory,24.62148,-81.36317,no data,Insure Culture,no data,inshore,no data,no data,no data,no data,no data,YES,partial bleaching,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"recovering, some BBD on Cnat",
Email ,Karen Neely,10/8/2014,no data,Big Pine Key,FL,Research,Florida Fish and Wildlife (FWC),25.31618,-80.1871,20,Ball Buoy - Biscayne National Park,no data,reef,no data,no data,no data,no data,no data,YES,Partial bleaching,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,"Not much bleaching, and APALM looked very dark and healthy.",
Email ,Karen Neely,10/8/2014,no data,Big Pine Key,FL,Research,Florida Fish and Wildlife (FWC),25.32535,-80.15237,18,Pillar coral patch - Biscayne National Park,no data,other/don't know,no data,no data,no data,no data,no data,YES,Partial bleaching,Bleaching,none,none,none,none,none,no data,no data,no data,fire coral,palythoa,gorgonians,"DCYL here totally bleached. MALC, MMEA, PPOR, PAST bleached. Palythoa pale/partially bleached. Some octocorals bleached, others okay.",
Email ,Cindy Lewis,10/9/2014,11:00,Long Key,FL,Research,Keys Marine Lab,24.72505,-80.92025,28,East Turtle Shoals,Volcano,mid-channel reef,10-15 kts,82,84,84,mostly cloudy,YES,Partial bleaching,none,partial bleaching,partial bleaching,none,Bleaching,none,31-50%,28,20,fire coral,gorgonians,no data,"beginning to see browning up around the edges of O fav, Colp, Dip spp, still many other colonies stark white but not dead yet
Black Band disease on Mcav & Colp",
Email ,Karen Neely,10/9/2014,no data,Big Pine Key,FL,Research,Florida Fish and Wildlife (FWC),25.3732,-80.16032,no data,Marker 3 - Biscayne National Park,no data,other/don't know,no data,no data,no data,no data,no data,YES,Partial bleaching,Bleaching,none,none,none,none,none,no data,no data,no data,fire coral,palythoa,gorgonians,"Large patch of APALM, 100% bleached, some (~5%) associated mortality.",
Email ,Karen Neely,10/14/2014,no data,Marathon,FL,Research,Florida Fish and Wildlife (FWC),24.68188,-80.97092,25,Coffin's Patch,no data,reef,no data,no data,no data,no data,no data,YES,Partial bleaching,Bleaching,Bleaching,Bleaching,none,Bleaching,none,51-75%,25,15,fire coral,palythoa,no data,"DCYL: ~50% bleached, 35% pale. MALC, PAST, CNAT, DSTR almost totally bleached. PALY: 25% bleached. SSID generally okay",
Email ,Karen Neely,10/15/2014,no data,Marathon,FL,Research,Florida Fish and Wildlife (FWC),24.99178,-80.40863,20,Pickles,no data,patch reef,no data,no data,no data,no data,no data,YES,partial bleaching,Bleaching,Bleaching,none,none,Bleaching,none,51-75%,10,20,fire coral,palythoa,no data,"DCYL: ~50% bleached, 45% pale. Encrusting octocorals ~50% bleached. Palythoa ~30% bleached. MALC ~80% bleached. AAGA bleached",
Facebook,Kelli O'Donnel,10/17/2014,no data,Summerland Key,FL,Education,no data,24.99173,-80.40860,no data,Pickles Reef,no data,patch reef,no data,no data,no data,no data,no data,YES,partial bleaching,no data,no data,no data,no data,no data,no data,11-30%,no data,no data,no data,no data,no data,,
Facebook,Kelli O'Donnel,10/18/2014,no data,Summerland Key,FL,Education,no data,24.54521,-81.40728,no data,Looe #26,no data,reef,no data,no data,no data,no data,no data,YES,paling,no data,no data,no data,no data,no data,no data,1-10%,no data,no data,no data,no data,no data,,
Facebook,Kelli O'Donnel,10/18/2014,no data,Summerland Key,FL,Education,no data,24.62148,-81.36317,no data,Inshore Culture,no data,inshore,no data,no data,no data,no data,no data,YES,paling,no data,no data,no data,no data,no data,no data,1-10%,no data,no data,no data,no data,no data,,
Email ,Jessica Dockery,10/20/2014,10:00,Key Largo,FL,Education,Marine Resources,25.11167,-80.30917,no data,Grecian Rocks,center,reef,10-15 kts,no data,no data,no data,mostly cloudy,YES,upper surface,no data,no data,no data,no data,no data,no data,1-10%,6,2,gorgonians,no data,no data,,
In person,Cory Walter,10/30/2014,no data,Summerland Key,FL,Research,Mote Marine Laboratory,24.53145,-81.48355,no data,Outplant Site C,no data,patch reef,no data,no data,no data,no data,no data,YES,paling,no data,no data,no data,no data,no data,no data,31-50%,no data,no data,no data,no data,no data,zoos are coming back,
Facebook,Kelli O'Donnel,10/31/2014,no data,Summerland Key,FL,Education,no data,24.47388,-81.74365,no data,MM 32,no data,patch reef,no data,no data,no data,no data,no data,YES,paling,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,,
Facebook,Kelli O'Donnel,10/31/2014,no data,Summerland Key,FL,Education,no data,24.47800,-81.72935,no data,Western Sambos,no data,reef,no data,no data,no data,no data,no data,YES,upper surface,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,no data,,
Email ,Tracy Ziegler,11/11/2014,13:00,Key West,FL,Research,Dry Tortugas NPS,24.66523,-82.92749,57,Loggerhead Forest,no data,hardbottom,10-15 kts,74,77,77,partly cloudy,YES,Partial bleaching,none,none,partial bleaching,none,none,none,1-10%,57,50,no data,no data,no data,"OFRA, MFAV, CNAT, and SSID all had signs of bleaching.  The overall percentage bleached was less than 5%.  A few colonies of DLAB had white band",
Email ,Kayla Nimmo,11/11/2014,14:000,Key West,FL,Research,Dry Tortugas NPS,24.66309,-82.93099,55,Loggerhead Forest,no data,hardbottom,10-15 kts,74,77,77,partly cloudy,YES,Partial bleaching,none,none,partial bleaching,none,paling,none,1-10%,55,48,no data,no data,no data,"Approximately 10% of OFRA, 50% of SSID, and 50% of SINT showed signs of partial bleaching.  30% of MYCE, and 10% of MCAV showed signs of paling. 1 colony of SSID had dark spots.  One colony of DLAB had signs of recent death.  Species with no signs of bleaching include, but are not limited to: MFAV, CNAT, DLAB, PPRO, Past, DSTR, and PDIF.",
